Published,User,Comment,comment_trans
2023-11-17T10:20:17Z,@kleberson777,hati2. bljr dari Malaysia. salah2 nanti belasan atau puluhan tahun ke depannya mereka bisa klaim tanah kita.,Be careful. BLJR from Malaysia. Wrong later dozens or decades in the next time they can claim our land.
2023-11-17T10:12:24Z,@user-hi4bf8ny8p,"Pemerintah kmn tuh,kok gak menanggulangi.jgn smp kyk malaysia","The government is like, how come it doesn't overcome the Malaysian junior high school."
2023-11-17T10:09:52Z,@userhehe1212,Wah belum lagi nanti pengungsi afganistan iran irak suriah yaman dan palestina...bisa hilang ketimpa orang asing aceh,"Wow, not to mention that later Iranian Afghan Iraqi refugees Syria Yemen and Palestine ... can be lost to the foreigners of Aceh"
2023-11-17T10:06:39Z,@periscope7442,Lo yang bikin anak....kog jadi aku yang urus!!!!!!!!,You are the one who makes children .... kog so I take care of it !!!!!!!!
2023-11-17T10:04:55Z,@jeffreycezar5450,Mereka sebaiknya dikembalikan saja ke negeri asal mereka yakni Bangladesh,"They should just be returned to their home country, namely Bangladesh"
2023-11-17T09:59:40Z,@user-sg7bx4yh1h,Kayak pengungsi Palestina di Jordania malah mau mengkudeta pemerintah negara tuan rumah Black September 1970 sinting emang arab islam,"Like Palestinian refugees in Jordan, even want to coup the government of the host of Black in September 1970, the synthes"
2023-11-17T09:59:23Z,@YaniYani-bq8vj,Perbatasan aceh hrus di jaga ketat. Byk org asing berlayar kesana..,The Aceh Hrus border is tightly guarded. Byk strangers sail there ..
2023-11-17T09:54:52Z,@dedirohendi8700,"Namanya juga tamu ya, kalau sudah kuat lagi silahkan lanjutkan perjalanan","The name is also a guest, yes, if it's strong again, please continue the trip"
2023-11-17T09:52:14Z,@lizanoor,"Indonesia banyak pulau tak bertuan.Daripada dijual oknum, tampung saja penghuni Rohingya.","Indonesia has many unmanned islands. From the sale of people, just accommodate the Rohingya residents."
2023-11-17T09:45:49Z,@donijawir1700,Tolong bantu semampunya saja..sudah banyak contoh dikasih hati minta  jantung ..balikkan saja kenegara asalnya jangan sampai menyesal.,"Please help me as much as possible ... there are many examples given the heart to ask for a heart ... just reverse the country of origin, don't regret it."
2023-11-17T09:45:37Z,@user-nv4hk5gu3e,"Beda perlakuan umat Islam antara bangsa Palestina dan Rohingya. Karena orang Palestina itu putih2, mancung, pirang dan cantik2 wanitanya dibandingkan bangsa ROhingya yg hitam2, wajah gak beda dengan kita. Bisa dilihat tidak ada satu pun relawan Indonesia yang mau pergi ke Rohingya di Myanmar, karena malas sekali kan dapat istri mirip di kampung halaman tapi kulit hitam. Jadi harap maklum perlakukan kami pun beda, itu manusiawi sekali.","Different treatment of Muslims between the Palestinian and Rohingya. Because the Palestinians are white, sharp, blonde and beautiful women compared to the black Rohingya, the face is not different from us. It can be seen that no Indonesian volunteers want to go to Rohingya in Myanmar, because it's lazy to get a wife similar to his hometown but blacks. So please understand that our treatment is different, it's very humane."
2023-11-17T09:40:34Z,@wisnuharisasongko633,USIR,Surround
2023-11-17T09:39:10Z,@losskontak8560,Pendatang rohingya .awalnya manis lama2 pijak tuan rumah macam di malaysia,"Rohingya migrants. Initially sweet and long, the host massage in Malaysia"
2023-11-17T09:31:20Z,@Pengangguran_kelas_berat,Lah gimana kan sudara seiman,How about the siblings in the faith
2023-11-17T09:31:05Z,@harjonosuryoatmojo4364,"Sungguh mulia, Rohingya dan Aceh adalah Bengali,, ayo Aceh tolong saudaramu!!!walaupun nanti kamu ganti ditikam dari belakang,,, 😢","Really noble, Rohingya and Aceh are Bengali ,, Come on Aceh please help your brother !!! Even though later you will replace it from behind ,,, 😢"
2023-11-17T09:28:30Z,@bonnylumanauw,"Ketika kita tahu bagaimana berbuat baik tapi tidak melakukannya,maka kita BERDOSA!","When we know how to do good but do not do it, then we sin!"
2023-11-17T09:15:58Z,@MRCHANNEL2123,iya sih nanti takutnya kaya malaysia yg sekarang hampir di kuasai vrindavan 😮,"Yes, I will be afraid that it will be like Malaysia which is now almost controlled by Vrindavan 😮"
2023-11-17T09:15:14Z,@Komang-yy3nw,Nanti jadi habib semua,Later so habib all
2023-11-17T09:15:13Z,@user-wn5tj9id2b,"Yaallah tolong bantulah saudara kita ini,sedihnya,kpd pemerintah tolong carilah kebijakan buat para pengungsi rohingya","Yaallah please help our brother, sadly, to the government please look for policies for the Rohingya refugees"
2023-11-17T09:14:55Z,@Aan-el7se,"Bantulah wahai para konglomerat niscaya harta kekayaanmu malah ditambahkan lebih melimpah ruah asalkan membantunya ikhlas karena ALLOH semata rahasia didalam hati, agar para konglomerat bisa matinya masuk Surga..semoga..Aamiin...dengar..lihat dan ulurkan tanganmu keluarkan zakatmu atas nama ALLOH SWT TUHAN Semua Manusia.","Help, O conglomerates, surely your wealth is added to the abundance as long as it helps him sincerely because Allah is just a secret in the heart, so that the conglomerates can die into heaven ... hopefully ... aiin ... listen ... see and tell your hand out your zakat on behalf of Allah SWT God all humans."
2023-11-17T09:14:42Z,@zaenalnduwok4976,Kok bisa terdampar di Indonesia ya.....,How come it can be stranded in Indonesia ...
2023-11-17T09:12:21Z,@budiantohutapea6306,Sudahlah...itukan muslim...kalau menolong umat muslim jangan pilih²..kalau palestina anda seperti kesurupan menolongnya.wahai kaum muslim rohingya anda tertindas lalu datang ke saudaramu muslim tapi kaummu ditolak...ingatlah Tuhan Melihat perbuatan mereka.Tuhan akan menghajar orang² yg congkak hatinya. baik mendatangkan gempa bumi dan tsunami.,"Never mind ... is Muslim ... if you help Muslims, don't choose ... if your Palestine is like possessed. Your Rohingya Muslims are oppressed and then come to your brother Muslim but your people are rejected ... Remember God to see their actions. God will beat up people who are proud of their hearts. Good earthquake and tsunami."
2023-11-17T09:11:58Z,@thefourthchairman4151,"Terserah warga aceh mau bersikap gmn, yg bukan warga aceh gak usah kebanyakan bacot, kecuali di rumah lu udah ada melihara gembel dan gelandangan, baru lu boleh komen","It is up to the people of Aceh to behave, who are not Acehnese, there is no need for mostly bacot"
2023-11-17T09:11:21Z,@johanjojo2380,Rohingya dgn Palestina berbeda perlakuan. Padahal sama-sama muslim. Katanya sesama islam wajib saling menolong. 😎,Rohingya with Palestine are different treatment. Even though both are Muslims. He said fellow Muslims must help each other. 😎
2023-11-17T09:11:00Z,@ceritaaida19,lama lama penuh rohinggya di aceh... Kalo terusan diterima,a long time full of Rohingingya in Aceh ... if the canal is accepted
2023-11-17T09:10:41Z,@nuriamawadah361,Sebenarnya sesama muslim itu saudara suku Rohingya di Myanmar dibunuh oleh militer Myanmar sebenarnya kasian,"Actually, fellow Muslims were Rohingya brothers in Myanmar killed by the Myanmar military."
2023-11-17T09:07:52Z,@Themaniysvshshsbxbjsnsanzjwiws,"Semoga ada yang memperdulikannya. Karna itu hak atas manusia. Hak atas eksistensi. Seperti layaknya Rempang, juga kasus Internasional Palestina. Pemerintah juga pemda, otoritas aceh,pemerinth nasional  tidak boleh menitup mata tentang ini. Mereka semua itu adalah korban yang diusir rumahnya dan terjadi pembantaian layaknya palestina, tak tahan jadi lari.","Hopefully someone cares about it. Because that's the right to humans. The right to existence. Like Rempang, as well as the International Palestinian case. The government is also a regional government, Aceh authorities, national government must not be in the eye about this. They are all victims who were expelled by their homes and massacres like Palestine, could not stand running."
2023-11-17T09:05:26Z,@user-ho5vs3rw7m,"Sesama muslim emg harus saling membantu. &amp; rakyat aceh sudah berbaik hati dengan membantu saudara kita sesama muslim dari rohingya. Silahkan saudara dari rohingya melanjutkan perjalanannya😊<br>Dan jangan membangun rumah apalagi membangun desa yg diisi oleh saudara2 rohingya, karena kami sudah cukup melihat &amp; belajar dari saudara muslim yang ada di malaysia😊","Fellow Muslims must help each other. & amp; The people of Aceh have been kind by helping our fellow Muslims from Rohingya. Please relatives from Rohingya to continue their journey😊 <br> And don't build a house let alone build a village filled by Rohingya brothers, because we've seen enough & amp; Learning from Muslim brothers in Malaysia😊"
2023-11-17T09:03:38Z,@YahGoh-od2nf,Mereka saudara se iman mereka juga manusia.. Waktu aceh musibah siapa yang bantu apa afa keluarga kau sendiri yang bantu.. Gunakan akal sehat dunia ini untuk semua manusia bukan kita bikin ini semua punya allah bukan kamu punya bukan pula aku punya... <br><br>Jagan seperti zionis. Kau..,They are their faith and human beings. Br> <br> Jagan is like a Zionist. You..
2023-11-17T09:02:52Z,@abdulos5912,"Sebagai saudara seiman , harusnya saling bantu..seandainya setiap keluarga di Aceh menampung 1 keluarga pengungsi Rohingnya , jadikan sebagai keluarga..pahalanya besar","As a brothers and sisters, you should help each other ... if every family in Aceh accommodates 1 family of Rohingnya refugees, make it a family ..."
2023-11-17T09:01:29Z,@Joker-vb9tn,"jangan lihat sekarang....<br>mereka ini kedepannya pasti akan jadi masalah...<br>sekarang aja pengungsi terdahulu,udah mulai buat msh... demo...ikut campur urusan negara indonesia...<br>bukan tida kasihan, tp kalau maen terima2 aja salah...","Don't see now .... they will definitely be a problem in the future ... now the previous refugees, have started to make it still ... Demo ... interfere in the affairs of the Indonesian state ... <br> It's not sorry, but if you want to accept it wrong ..."
2023-11-17T09:00:24Z,@fanchobrigatista6847,Kasian ya...,Sorry ...
2023-11-17T08:59:34Z,@ukhtysarirahmanofficial3187,Dimana hati sesama muslim<br>Patut dipertanyakan,Where the hearts of fellow Muslims <br> are questionable
2023-11-17T08:54:42Z,@ukhtysarirahmanofficial3187,Sesama islam bersaudara..<br>Miris lihat nya,Fellow Muslims siblings .. <br> Sad see it
2023-11-17T08:51:14Z,@RifaniFani-er5fn,"Jangan diterima  berbahaya buat orang kampung aceh sensiri .suruh pergi secepatnya nanti ada orang² tengkolang yg ambil  bisa kluyuran di kota.liat anak² banyak ,bikin anak tidak kira² dimana aja klo mau.","Do not be accepted dangerous for the people of Aceh Sensiri village. All of them go away as soon as possible there will be people who take it to be able to get in the city. There are many children, making children do not think anywhere if they want."
2023-11-17T08:51:12Z,@SulisBass-fx2ws,Naaah....yg koar koar bela palestina mana....tuuu suku Rohingya beragama Islam nggak kalian bantu ...,Naaah .... the coar is the palestinian defending ... you don't help the Rohingya tribe ... you don't help ...
2023-11-17T08:51:12Z,@salhuddinabu5508,Kasiannya  ya allah,The trouble is O Allah
2023-11-17T08:47:46Z,@user-vi9mw2iz6k,Bgmana kalau yg dtng warga palestina....demi kmanusiaan tutup mata....aneh memang palestina dibela mati matian ....😢😢,How about the people who are Palestinians .... for the sake of humanity closes their eyes .... strangely indeed Palestinians are defended dead .... 😢😢 😢😢 😢😢 😢😢 😢😢 😢😢
2023-11-17T08:39:53Z,@Franscabe,harus ditolakkk.mereka ini sngt berbhyaa..contoh dimlysiia..sdh dikuasai.pemerintah hrus tegass....juga rakyat hrus tegas.jgn smpai terjdi kyk dimlysia...,must be rejected.
2023-11-17T08:39:07Z,@bshuhfnj8073,"Mana nih yg tereak tereak atas nama islam,  itu pengungsi muslim,  coba ente kasih pendapat","Which is the one that was made in the name of Islam, it was a Muslim refugee, try to give you an opinion"
2023-11-17T08:38:15Z,@yunidjengkelin2471,Dimalaysia..anak2 Rohingya pada berani minta2..trus berani ngrlawan penduduk pribumi aslinya..jgn dikasih tempat...nanti ngelunjak..,Dimalaysia ... the Rohingya children dare to ask for ... then dare to fight the original indigenous inhabitants ... then given a place ... later it will support ..
2023-11-17T08:36:45Z,@alimlkblk2834,Jangan biar kan di negara kita..takut nya nanti bikin onar,Don't let it be in our country ... the trial will make trouble
2023-11-17T08:35:36Z,@unggulwicaksono6375,Pemerintah setempat kemana???,Where is the local government ???
2023-11-17T08:31:41Z,@FaizsDIY,Kat malaysia ni berpusu2 diorg ada.dah mcm diorg dah.mula2 je masuk buat muka kesian.tapi bila dah lama.diorg buat buta buat pekak je org kita marah.diorg buat mcm diorg punya.kepala batu.,"Kat Malaysia is a diorg, there is a mcm diorg."
2023-11-17T08:26:00Z,@ninjodsgameplayer3022,"sebenarnya dari sekian lama bertahun2, kenapa pula mereka keluar dari negaranya trus mengungsi kenegara lain ?? apa alasannya coba ? padahal udah bertahun2 perasaan masalah miyanmar itu udah aman2 aja","Actually, for a long time, why did they come out of their country and then evacuate other countries ?? What is the reason try? even though for years the feeling of the problem of Miyanmar is already safe"
2023-11-17T08:23:31Z,@OjiEscream-ld3ws,Terima jh sementara sarat pake waktu kasihan mereka apa LG kt 2 muslim mf ni,Accept jh while full of time using their sorry time or lg 2 Muslim mf ni
2023-11-17T08:23:06Z,@ismailiis,Israel di tanah aceh,Israel in Aceh Land
2023-11-17T08:21:47Z,@firandajuli590,Ayo ace jangan kasih kesempatan lagi tolak aja,"Come on Ace, don't just give you a chance to reject"
2023-11-17T08:21:02Z,@ritaandriyani423,"Sebenarnya warga aceh tidak tega melihat mereka, tapi kejadian yg ada dipalestina membuat warga aceh mrasa was2 utk menampung mreka tinggal berlama2 di Aceh, terlebih warga aceh bnyk yg merasa curiga krn setiap tahun rombongan Rohingya slalu dtng ke aceh, dn perlu diketahui beberapa thn yg lalu di aceh pernah mnampung saudara kt Rohingya dlm wkt yg lama dn sbagian dari mreka bnyk yg ktahuan lari dari tmpt yg disediakan dn bertebaran kmana2, jdi wajar jika Aceh mrasa was2..<br><br>Tapi percayalah kami orang aceh dlm hati sebenarnya tdk tega tp rasa was2 itu juga ada stelah berkaca dari sejarah Palestina..","Actually the people of Aceh could not bear to see them, but the events that were in the dipalestina made the people of Aceh feel asleep to accommodate they lived in Aceh, especially the people of Aceh who felt suspicious because every year the Rohingya group was always going to Aceh, and needed a few years ago In Aceh, you have accommodated brothers and sisters in the old time and parts of them, they have run away from the tmpt provided and it is scattered, so it is natural that Aceh feels like it is2 .. <br> the heart but the sense of was2 there was also after reflecting on the history of Palestine .."
2023-11-17T08:18:50Z,@ketutastawa7879,"Terlalu banyak masalah dan ngelunjak. Baiknya yg mau berkomentar, baca dan lihat di Google Bgmana prilaku warga Rohinga ini di Malaysia dan daerah lainnya. Mereka hanya transit di Indonesia, target Malaysia, Australia, SIngapore. Mereka khan asli etnik Bangladesh, lah, bangladesh negara moyangnya saja nolak. Kita membantu, tapi klu yg dibantu sombong, apa apa yg diberikan di buang, baiknya ga usah. Warga kita klu di bantu, sangat senang dan menghargai bantuan, jadi pingin bantu lebih, jaga persatuan.","Too many problems and support. It's good who want to comment, read and see on Google where the behavior of Rohinga residents in Malaysia and other regions. They only transit in Indonesia, Target Malaysia, Australia, Singapore. They are original ethnic bangladesh, lah, Bangladesh the country's ancestors refused. We help, but if you are helped arrogant, what is given to be discarded, it's good not to. Our citizens are helped, very happy and appreciate assistance, so they want to help more, maintain unity."
